,date,content,type,word
887,1532825147,Ｌ06Ｄってフラットの型式番号じゃねえかｗｗｗｗｗ,0,-1
888,1532824871,出ないんだよねえ・・・,0,-1
889,1478760485,ですよねえ,0,-1
890,1491407414,米が面白すぎて動画集中できねえw,0,-1
891,1488787802,←とある本丸はキャラを粗末に扱っていい免罪符じゃねえんだよ,0,-1
892,1478775242,ふぅ有難う、とても楽しい2週間だったよ！,0,-1
893,1483799731,とてもわかる,0,-1
894,1478816146,とても憎らしいけど愛してる,0,-1
895,1499009403,とてもチモシーの人とは思えない,0,-1
896,1539845517,とてもかわいいすぎる、、れ,0,-1
897,1518341775,ドライブはとてもいいことだよ,0,-1
898,1500486072,視聴者が優しくてとてもいいｗｗｗ,0,-1
899,1488380645,とてもいい動画でしたが、薬研くん推しとしてはしんどいコメ欄でした。,0,-1
900,1478801974,信濃くんが終始笑顔なのがとても良い,0,-1
901,1478787393,移動してるから普通のモブだと思って切りかかっちゃったよw,0,-1
902,1478784703,この普通を出来ない人が何人もいるのよ,0,-1
903,1478776531,普通に下手くそ,0,-1
904,1478774073,ミルウッド･･･？普通のバトルアクスに見えるんですが,0,-1
905,1478772759,いや普通に一週目キャラでしょ　馬鹿か,0,-1
906,1491758545,FEARゲでも「エキストラは判定なしで殺していい」から割と普通,0,-1
907,1478853619,パッと出のモブなら別に普通じゃね?,0,-1
908,1478839514,普通につもれや,0,-1
909,1478696032,喜んでる割に普通に楽勝だっただろｗ,0,-1
910,1478695947,怯みが強くてリーチある武器だと普通に殴り勝てる,0,-1
911,1483975561,じゅりあさんはホームでよく見かけるけど上手いしマナーも良いし普通に優良プレイヤーだよ。。。,0,-1
912,1479035520,細ロビンが普通はアスラじゃ絶対に閃けない乙レターじゃないか,0,-1
913,1485433553,普通に泣く,0,-1
914,1536407410,普通に上手いんだがwwwww,0,-1
915,1532214416,普通にうめえWW,0,-1
916,1520426913,犬の食糧心配して出ちゃったけど普通にひきこもりで良かったよね,0,-1
917,1487265968,寒波が多いってか普通の表記が熱波だったりしてｗ,0,-1
918,1485717997,普通科教導連隊直轄MPMS中隊、第4対戦車ヘリ隊等,0,-1
919,1485717808,普通科教導連隊及び第1師団即応連隊所属機動戦闘車2個中隊相当,0,-1
920,1480778646,普通にエヴァｗｗｗ,0,-1
921,1502345510,普通にうまくて草,0,-1
922,1502255053,にどみは普通に上手いからな,0,-1
923,1500818214,普通に上手くて草,0,-1
924,1518003981,阿波根普通　ねねっちまあまあ　ねねごん好き,0,-1
925,1484299711,うみごん普通に好き　ねねごん超大好き,0,-1
926,1478861399,それは普通のことだろ,0,-1
927,1536155522,普通にすごすぎて怖い,0,-1
928,1482800585,モモちゃんの声、普通の女性の人が担当してるらしいよ,0,-1
929,1504254827,普通に美味しそう,0,-1
930,1498012077,日本号のは普通に作れば普通に食べれそうだった気が…ｗｗｗ,0,-1
931,1485845511,普通にうどんの上にコロッケ乗せるよbyうどん県民,0,-1
932,1481617266,普通にうまそう,0,-1
933,1479037246,お前一番普通にうどん作れそうだっただろｗ,0,-1
934,1479036861,普通に美味しそうだと…,0,-1
935,1478914120,やだ普通に美味しそうｗｗｗ,0,-1
936,1478878397,コロッケをうどんの具にする地域があるらしいから普通に行ける、か？,0,-1
937,1478866319,これも普通においしそうだ,0,-1
938,1478865157,あれ？　普通？,0,-1
939,1478861167,これは普通においしそう,0,-1
940,1478858476,普通に美味しそう…,0,-1
941,1503835637,普通に愛ゴリひくわ…,0,-1
942,1479838648,落ちないように普通に走るんだよ・・,0,-1
943,1478882020,ここ初見では普通に難しいよなｗ,0,-1
944,1478792118,いや、普通に両立とれっから。それ以前にBrでサブFiの選択はまずないよ,0,-1
945,1478793351,ゆかりと縁をかけた普通に良い名前な気がするぞー？,0,-1
946,1492232392,3DS普通に見れる,0,-1
947,1485079138,電車内で普通に笑ってもうたwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww,0,-1
948,1481100403,ニュー3DSは普通に見れる,0,-1
949,1479742239,イヤホンつけて見れば普通に聞こえると思うよ,0,-1
950,1479737741,音普通だぞ,0,-1
951,1478697240,ハイメガは金図のチャージいらないで、、、普通の方が使いやすい,0,-1
952,1532824824,スパロボでＳＤ勢が普通の人間のことを「やわらか人間」って呼んだのには吹いた,0,-1
953,1478760694,普通フェアリー攻撃からのシンシア進化だよなあ,0,-1
954,1500885041,薬研贔屓の動画なんてありますかね？みたことないです自然に目が薬研ばっかり見ちゃっているのでは！？,0,-1
955,1500884846,確定報酬ってレアなの？,0,-1
956,1498525009,厚くんもレア大将組入ってるよね？,0,-1
957,1496383458,既にマイリス済みだとっ…！？,0,-1
958,1491280953,「とある」といっても公式だぞ？分かってる？,0,-1
959,1490149123,←村正「脱ぎましょうカ？」,0,-1
960,1489471613,花丸なんてなかった、いいね？,0,-1
961,1489104743,←コメント表示しなければよいのでは…？,0,-1
962,1483861023,やげにき…？ ニキいいいいいいいいいいいいい,0,-1
963,1483660464,後藤くん合いすぎか～！？,0,-1
964,1483245084,アニメの影響で薬研贔屓の大将組押しが減ってる？,0,-1
965,1479578449,曲名なんて読むの？,0,-1
966,1478818812,それぞれ見せ場あるの最高かな？？？,0,-1
967,1478790508,ゼノかな？,0,-1
968,1478784915,亡者かな？,0,-1
969,1478784675,明治維新みたいな感じでいいのかな？,0,-1
970,1478781525,フラグかな？,0,-1
971,1478780479,GUCCIかな？,0,-1
972,1478780088,次回来年ってDLC第二弾のことかな？,0,-1
973,1478773718,シーリスかな？,0,-1
974,1479306665,同じ空の　色なのかな？,0,-1
975,1535777142,帝督さんシナリオかな？,0,-1
976,1533395146,ガウォークかな？,0,-1
977,1528082839,1人の意見を3人が論破出来なかったってイメージになるのかな？,0,-1
978,1516497055,フロワロかな？,0,-1
979,1516182492,帝督さんGMかな？,0,-1
980,1482844446,シノビガミかな？,0,-1
981,1479673861,セブンスドラゴンかな？,0,-1
982,1479533268,披露院さんかな？,0,-1
983,1478759329,インド映画かな？,0,-1
984,1479775901,最後のキノコ完全ミスwww,0,-1
985,1479765536,ごきげんにどみん,0,-1
986,1479765438,くそおもろい,0,-1
987,1479742784,しず.....か....？,0,-1
988,1479742670,これ全部即興・・・？,0,-1
989,1479731368,とり視点早くみたいな,0,-1
990,1479731228,にどみさん面白いな,0,-1
991,1479731146,中毒だわー,0,-1
992,1479731132,リズムいいねw,0,-1
993,1479728328,1万再生おめでとう！,0,-1
994,1479719257,みんなそこwww,0,-1
995,1479718657,チオにきやろ,0,-1
996,1479712640,とりなん先生言うてたなww,0,-1
997,1479693728,ゴキゲンにどみん,0,-1
998,1479691563,動かない(動かないといってない),0,-1
999,1479691150,とりなんの殺意ww,0,-1
1000,1479691118,こわew,0,-1
1001,1479658937,画質すごい,0,-1
1002,1479639904,にゃうん！,0,-1
1003,1479631091,タラチオの見てからくると異世界来た感じぱないぱない,0,-1
1004,1479622255,抜いた…っぽい？,0,-1
1005,1479622172,ちょっww月山www,0,-1
1006,1479622050,たい…博多？,0,-1
1007,1479621779,自爆,0,-1
1008,1479617346,お前もヘイホーになるんだよ,0,-1
1009,1479571003,唐突のラップ,0,-1
1010,1507700497,愛に溢れてる,0,-1
1011,1507700489,優しい阿波根,0,-1
1012,1507700429,しらんわ,0,-1
1013,1513406461,ねねっちはあはごんが上司でよかった,0,-1
1014,1512190387,｢銃は剣よりも強し｣. .,0,-1
1015,1512117846,個人的に好きなんだろうな,0,-1
1016,1512117656,優しいな,0,-1
1017,1512117615,ホントこの2人いいな,0,-1
1018,1512117405,あはごん優しい,0,-1
1019,1512117382,あはごん、けっこう優しい,0,-1
1020,1511373950,プリン回か,0,-1
1021,1511100621,ちゃんとまとめてくれる有能,0,-1
1022,1510737147,可愛いw,0,-1
1023,1510655484,fpsむずいぞ,0,-1
1024,1510655460,楽しいは楽しいが,0,-1
1025,1510655396,あおばちゃんかわいい,0,-1
1026,1510655281,かわいいよね,0,-1
1027,1510655133,チモシーと同じってマジ?,0,-1
1028,1509596001,ヒッ,0,-1
1029,1509595319,俺のリロードはレボリューションだ！,0,-1
1030,1509594911,すーっ,0,-1
1031,1508766300,お前らこれはアニメだぞ、こまけーことは気にすんな,0,-1
1032,1508233359,下唇消失バグ,0,-1
1033,1508233010,NNっﾁｨすき,0,-1
1034,1508232596,淫夢くん,0,-1
1035,1508232340,レズ特有のポーズ,0,-1
1036,1507700787,完,0,-1
1037,1507700758,ますです,0,-1
1038,1507700731,阿波根だろ,0,-1
1039,1507700628,かわいいよ,0,-1
1040,1507700283,怒られてばっかだなw,0,-1
1041,1507700155,ぴい,0,-1
1042,1507700114,社会科見学,0,-1
1043,1507700006,先生かよw,0,-1
1044,1507699993,先生w,0,-1
1045,1507699969,苗字は？,0,-1
1046,1507699902,語り出した,0,-1
1047,1507699893,REC,0,-1
1048,1507699861,怖いw,0,-1
1049,1507699854,こええ...,0,-1
1050,1507699844,あはねw,0,-1
1051,1507609351,バリウムでは,0,-1
1052,1507608679,初心者入りやすいか？　FPS,0,-1
1053,1507607908,自衛隊なら絶対に渡してくれないやつだ,0,-1
1054,1507557316,問題児w,0,-1
1055,1507557081,先生かよ,0,-1
1056,1507536762,あはごんすこ,0,-1
1057,1507381707,こ→こ↑,0,-1
1058,1506782315,おまえらぴょんぴょんするなよw,0,-1
1059,1506726213,こんな配線の会社あるか？ｗｗｗ,0,-1
1060,1506726010,教室で先生の隣の席にされる問題児のみたいだ・・・,0,-1
1061,1506725133,ゴミって言ってやるなｗｗｗ,0,-1
1062,1506687771,この時点では大人として人生や進路相談に乗ってあげよう程度じゃないかな,0,-1
1063,1506687659,けっこうお茶目なのよね,0,-1
1064,1506687606,ここ一瞬笑ってる,0,-1
1065,1506686741,スパイ云々はジョークだと思われる,0,-1
1066,1506686655,スパイネタはジョーク（真顔）,0,-1
1067,1506686555,ロジカルな理系脳のあはごんと、それをぶち壊すねねっち,0,-1
1068,1506686444,おばさん、どんな診断結果だったのかな･･･,0,-1
1069,1506686292,あはごん流ジョーク（無表情）,0,-1
1070,1506686130,ゆんちゃん的にはいつものが始まったかという感じか,0,-1
1071,1506686034,あっそうだ(唐突),0,-1
1072,1506685854,呼ばれるの嫌なのに、丁寧に手書き文字で書いて説明するという,0,-1
1073,1506685765,眉間に一発☆,0,-1
1074,1506685683,仕事できるけど育てられない上司っているのよね,0,-1
1075,1506685548,偉いから撃たれるんですよ,0,-1
1076,1506661711,まとめてくれてる辺りさすあは,0,-1
1077,1506661655,面倒見いいし有能だし褐色だしな,0,-1
1078,1506616896,←コウさんはいつもかわいいだるぉ！？,0,-1
1079,1506268045,←あ、間違えた６２ｃｍだ,0,-1
1080,1506268011,ほう・・・ウエスト６３ｃｍか・・・ほんとすげぇな。,0,-1
1081,1506169262,阿波根って昔の中部商業の四番打者思い出す,0,-1
1082,1505992965,有能過ぎて好きになった,0,-1
1083,1505611594,射撃体勢おかしいぞw,0,-1
1084,1505569826,アハゴン好き,0,-1
1085,1505476831,うみごん似合ってない,0,-1
1086,1505450413,あはごんのわかりにくいボケ,0,-1
1087,1505450265,あはごん強いから、あはごんも手こずるねねっちが必要だったんだね,0,-1
1088,1505450176,おばさんの背中が煤けてる,0,-1
1089,1505446974,理屈でぐいぐい押す,0,-1
1090,1505446920,女性だからじゃなくて、仕事できるから許されるタイプやね,0,-1
1091,1505446695,本名と違った偽名を名乗ったり、呼称を強要する人って痛いけどおもしろい,0,-1
1092,1505397351,見込みがないのや他の適正がある奴に声かけても、続かないから欲しい人材だと思ったのでは？,0,-1
1093,1505397075,この手のドリンク剤は回復ではなくカツ入れ,0,-1
1094,1505395805,あはごんも空気読めないところあるよね,0,-1
1095,1505395746,バリウムおばさん,0,-1
1096,1505395458,コウの眉間に撃ち込んだのがアウト,0,-1
1097,1505395325,あっ･･･んです･･･,0,-1
1098,1505395233,コミュ障が上司だとよくある,0,-1
1099,1505329414,電源ケーブルには気をつけよう！,0,-1
1100,1505329386,(アカン),0,-1
1101,1505316353,ここPECO,0,-1
1102,1505312771,こわwwwwwwww,0,-1
1103,1505307512,あはごん相手に露骨にミリタリーを嫌がれるねねっちと、素で気付かないあはごん,0,-1
1104,1505307391,犯人は二人だしな,0,-1
1105,1505307004,反省席に移動,0,-1
1106,1505306194,正装,0,-1
1107,1505306126,汗www,0,-1
1108,1505306051,むせる,0,-1
1109,1505305968,嫌われたかどうかはともかく、ふつうは怖がる,0,-1
1110,1505305877,ヘッドショット,0,-1
1111,1505305853,東風平とか？,0,-1
1112,1505305613,踊れ,0,-1
1113,1505255642,山田何回転職してんだろう,0,-1
1114,1505255089,ここからダルゴン,0,-1
1115,1505057526,うみこさんとサバゲー行きたい,0,-1
1116,1505043766,良き,0,-1
1117,1504742418,発達障害っち,0,-1
1118,1504742064,可愛い女だから許される,0,-1
1119,1504697225,ラジオではめっちゃ地声高かった,0,-1
1120,1504667386,UG,0,-1
1121,1504551746,←なぜここにちゃんみおが,0,-1
1122,1504508654,もずく,0,-1
1123,1503999918,嫌な歌詞だぜ…,0,-1
1124,1503927645,此処のコウさん結構可愛い,0,-1
1125,1503895242,←お目が高いわー,0,-1
1126,1503894143,何という俺得動画,0,-1
1127,1503763352,ざわ………ざわ…………,0,-1
1128,1503756688,TDNは立教大生だった・・・？,0,-1
1129,1503755977,デュラハン先輩,0,-1
1130,1503218970,動くと当たらないだろぉ⁉︎,0,-1
1131,1503158512,島がドンパチにぎやかになりそう,0,-1
1132,1503116342,好感触だととりあえずサバゲーに引きこうもするのはYAMERO,0,-1
1133,1503114664,興味がないんですぅ！！,0,-1
1134,1502987728,一橋法学部,0,-1
1135,1502867147,こういう仕事でこういう趣味を持つ人は戦力になるよなぁw,0,-1
1136,1502863351,あ、そうだ(唐突),0,-1
1137,1502717117,ほしい,0,-1
1138,1502717115,おれもまとりよいしか,0,-1
1139,1502717105,ここかわいい,0,-1
1140,1502715938,うみこさんここかわいすぎ,0,-1
1141,1502715639,グレランに見えるんですが,0,-1
1142,1502714205,は？なんで？？かわいいからだろ,0,-1
1143,1502714111,正直いちばんかわいい,0,-1
1144,1502457863,島ぞうり,0,-1
1145,1502410139,ねねの才能を見抜いたから？それとも情熱？,0,-1
1146,1502410077,いや、世界一人を撃ってる銃だな。,0,-1
1147,1502391526,カラシニコフか,0,-1
1148,1502391126,あおっち何て卑猥なものを・・・,0,-1
1149,1502378693,　はじめもビビッてるwww,0,-1
1150,1502378128,足下もラフやな,0,-1
1151,1502377038,ドドドドドドドドドド,0,-1
1152,1502333392,お口八つ橋すき,0,-1
1153,1502333320,大人UDKすき,0,-1
1154,1502250833,塩,0,-1
1155,1502215311,なかなかこうかなんじゃないん？,0,-1
1156,1502214324,その距離で打たれたらまあまあ痛くね,0,-1
1157,1502214270,パシャリ,0,-1
1158,1502214182,これハリーポッターで観た,0,-1
1159,1502214163,ジョジョか,0,-1
1160,1502214003,初心者は滅多打ちなんだよなぁ,0,-1
1161,1502213832,←わろた,0,-1
1162,1502213624,野獣ポーズは草生えたw,0,-1
1163,1502192987,なんだかんだ言ってお気に入りなんだな,0,-1
1164,1502192799,すぐ気にしちゃうのかわいい,0,-1
1165,1502192530,この二人組一緒だとどっちもかわいい,0,-1
1166,1501750246,ドーナッツの字が一瞬ドカベンに見えた,0,-1
1167,1501749676,シモエル呼ぼうぜ,0,-1
1168,1501749427,←一発目の飛び方見れば少なくともガスガンやらエアガンなら出来るゾ,0,-1
1169,1501749251,←超欲しいんだが,0,-1
1170,1501136230,ねねっちと会う前はわりとあおっちに絡んでたんやな,0,-1
1171,1501135932,早口になるオタク,0,-1
1172,1500747203,発情しそう,0,-1
1173,1500554811,ねねごんすき,0,-1
1174,1500192222,←チモシーのが地声に近いって聞いたことがある,0,-1
1175,1500191289,バリウムやってるってことは30以上なんだよなぁ…,0,-1
1176,1500064056,沖縄三代苗字阿波根、比屋根、平安山（へんざん）,0,-1
1177,1499939510,降格,0,-1
1178,1499853929,山G湧いてんな,0,-1
1179,1499853482,仕事のし過ぎで同僚の姿が美少女に見える原作者,0,-1
1180,1499846575,ノリつっこみ,0,-1
1181,1499845226,Error!,0,-1
1182,1499821369,エアッハゴン！,0,-1
1183,1499498179,こういうスパイみたいなのって実際にいるの？,0,-1
1184,1499497956,あなみね,0,-1
1185,1499497763,わかる人にはわかる　わからない人にはわからない,0,-1
1186,1499497660,この落差,0,-1
1187,1499468230,コネっち,0,-1
1188,1499467962,セリフ最後まで入れろよｗ,0,-1
1189,1499463927,モテない男みたいで草,0,-1
1190,1499400382,舐めたい,0,-1
1191,1499208724,M16じゃなくてN16w,0,-1
1192,1499208388,もう少し切り抜き方考えてほしい,0,-1
1193,1499009475,千才さんどれが地声なんだよ,0,-1
1194,1498668095,FN5-7,0,-1
1195,1498284754,バリウムおばさん好き,0,-1
1196,1498284716,ヌッ,0,-1
1197,1498277420,ねねっちを独り占めするあはごん,0,-1
1198,1498277139,ショーツ×  パンツ⚪,0,-1
1199,1497584534,一緒にしたい,0,-1
1200,1496329702,ねここー,0,-1
1201,1496329683,かわえ,0,-1
1202,1496327171,一番かわいい,0,-1
1203,1494852073,これくらいでいいだろ,0,-1
1204,1494852055,うみこかわいいようみこ,0,-1
1205,1494852013,あはん,0,-1
1206,1494549362,2丁拳銃はレーザーサイト付けんと当たらんと本職が言ってた,0,-1
1207,1494525367,勧誘しすぎwww,0,-1
1208,1494341884,祭草履,0,-1
1209,1493964908,あはごんはリードプログラマーだっけ？,0,-1
1210,1493964839,ねねっちとの絡み好き,0,-1
1211,1493964311,あはごんが可愛いのはデレるからだ,0,-1
1212,1492509774,八神さん可愛い,0,-1
1213,1491565660,イ”ィ”！ｗ,0,-1
1214,1491565351,アホゴンｗｗｗｗｗｗ,0,-1
1215,1489566318,打たれ弱い,0,-1
1216,1489248221,どこで使い方を習った？→説明書を読んだのよ,0,-1
1217,1489246962,「抜きな！どっちが素早いか試してみようぜ」・・・というやつだぜ,0,-1
1218,1489246579,抹☆殺,0,-1
1219,1489081124,こっから本編,0,-1
1220,1489080658,後ろのゆんも困惑してる,0,-1
1221,1488677423,葉子様ぁぁぁぁぁぁ！！！,0,-1
1222,1488677413,葉子様,0,-1
1223,1488677340,好きだらけですよ,0,-1
1224,1488677230,チョロゴンじゃなくてあはゴン,0,-1
1225,1488677215,エルマぞいだったな,0,-1
1226,1488120284,ねねっちとのコンビが最高だよね,0,-1
1227,1487124866,ここ最高,0,-1
1228,1487124401,ぴぃっ,0,-1
1229,1486474039,ADHDっち,0,-1
1230,1486474034,きた・・・,0,-1
1231,1486472802,私は青葉よりあはごんがすきです,0,-1
1232,1486472571,うみこさんが持ってた薬きょうがほしい,0,-1
1233,1486472553,いいお土産,0,-1
1234,1486472413,チューは早い　まずは鯖ゲーから,0,-1
1235,1486472228,ここ聖母,0,-1
1236,1486472201,デスマーチに疲れ全員が美少女に見える世界かな,0,-1
1237,1485976848,いらぬこと言いましたね…,0,-1
1238,1485976742,この健康体がええんやろ,0,-1
1239,1485448115,この２人ほんとすこ,0,-1
1240,1485447935,うみこさんがかわいいというかねねっちとセットのうみこさんが一番かわいい,0,-1
1241,1485071389,暗いよー,0,-1
1242,1485071356,暗い感じだなー,0,-1
1243,1485071342,チモシーじゃねぇな！,0,-1
1244,1485071327,黒チモシー いいえ阿波根うみこです！！,0,-1
1245,1484327980,好きだ！,0,-1
1246,1484327582,修正?　呼び名の方?,0,-1
1247,1484327414,チューしたい...,0,-1
1248,1484300520,レズの眼光,0,-1
1249,1484300327,　雪駄かも,0,-1
1250,1483986485,くぁいい,0,-1
1251,1483946495,現実はもっとギスギスしてるよ。ゲーム会社に10年以上勤めて今ディレクターやってるけど、個が強すぎてそれぞれが自分の意見を通そうとするからね。,0,-1
1252,1483789788,産業スパイでしょ,0,-1
1253,1483789685,サバゲー提案ネキ,0,-1
1254,1483789648,なんでチャカ持ってきてんだよ,0,-1
1255,1483789589,やりますねぇ！,0,-1
1256,1483789506,静かに素早くか、変わらんな,0,-1
1257,1483789485,おぉ＾～,0,-1
1258,1483789428,ロボコップかな,0,-1
1259,1483705867,←むせる,0,-1
1260,1482853293,う   ち   ま   す   よ   ？,0,-1
1261,1482837152,ビーチサンダルか,0,-1
1262,1482669105,どんびきｗ,0,-1
1263,1482669023,ヒロポン,0,-1
1264,1482668992,栄養ドリンクで疲れは取れませんって,0,-1
1265,1482668813,ひふみんがさばげｗ,0,-1
1266,1482658062,てろっちくるー,0,-1
1267,1482657934,こんな看護師に当たると恐怖だなｗ,0,-1
1268,1482657855,オートでガンプレイスんなｗ,0,-1
1269,1482657818,こまんどー,0,-1
1270,1482657770,へんたいだー,0,-1
1271,1482657735,うみこさん男だったら完全にやばいひとだわ,0,-1
1272,1482657570,サバゲオタの風上にも置けないフィールド外でのゴーグルなしの人への発砲とチンピラ持ち,0,-1
1273,1482657437,うみこさんなんで人気なん？,0,-1
1274,1482657341,おっさんを女体化して萌え風味にした作品だよね,0,-1
1275,1482041201,気にしぃなあはごんすき,0,-1
1276,1482041021,誰か葉子様アルバイトまとめをww,0,-1
1277,1479454722,ここから,0,-1
1278,1479365578,ちゃっかりねねっちを囲うアハゴン,0,-1
1279,1479365201,あはねねは至高,0,-1
1280,1479364923,アニメでは葉月おb…っとセットにされてるアハゴン,0,-1
1281,1479364815,あわね って読みたくなる,0,-1
1282,1479267831,ねねっﾁｨ！,0,-1
1283,1479267649,動くと当たらないだろぉ！？,0,-1
1284,1479267293,デエエエエエエエエエエエエエエン,0,-1
1285,1479266193,あっ…//// ﾝ… です…,0,-1
1286,1479266008,警告：0点…,0,-1
1287,1479265880,エッハァゴン,0,-1
1288,1479139044,まってた,0,-1
1289,1479048177,確かにな,0,-1
1290,1479048140,俺も欲しいな…,0,-1
1291,1479048112,マトリョーシカ！,0,-1
1292,1479048071,動物扱いw,0,-1
1293,1479048006,ナイスヘッショ！,0,-1
1294,1478881855,たまには火薬の匂いをかぐのも悪くない,0,-1
1295,1478869416,あはごん好き,0,-1
1296,1478822805,引き金は引くんじゃない絞るんだ,0,-1
1297,1478822783,狙うんじゃない銃を持った手で指差す感じで,0,-1
1298,1478822720,彼女に本当の笑顔が戻る日は来るのだろうかｗ,0,-1
1299,1478822505,覚醒剤やってるみたいｗ,0,-1
1300,1478822479,ひっひっふー,0,-1
1301,1478822360,都市迷彩にしろよｗ,0,-1
1302,1478822325,バーサーカーアハゴン,0,-1
1303,1478822284,ｇｊ,0,-1
1304,1478822261,コネ入社,0,-1
1305,1478822224,いらねぇｗｗ,0,-1
1306,1478821942,ｦﾜﾀ,0,-1
1307,1478821787,まさにフロントライン,0,-1
1308,1478821745,痛い子の特等席先生の横ｗ,0,-1
1309,1478821487,ほぼ怒ってるなｗｗ,0,-1
1310,1478821417,アウトだよ！,0,-1
1311,1478821147,琉球空手だろｗ,0,-1
1312,1478821132,したちち,0,-1
1313,1478821072,胸の成長,0,-1
1314,1478821033,アハゴン！アハゴン！アハゴン！ｗｗｗｗ,0,-1
1315,1478820951,痛いわー,0,-1
1316,1478820907,ゆんｗ,0,-1
1317,1478820897,空薬莢を飛行機で持ち込もうとすると怒られるぞｗ,0,-1
1318,1478820824,ミニーメイかお前はｗ,0,-1
1319,1478820748,ＭＩＢの隠し部屋思い出した,0,-1
1320,1478820701,乳が足りない・・・,0,-1
1321,1478820680,う○こ？,0,-1
1322,1478820658,アハゴン！,0,-1
1323,1478820480,踊れこの野郎！,0,-1
1324,1478820444,阿波根!,0,-1
1325,1478796478,あはごん本当すこ,0,-1
1326,1478790678,おれとく,0,-1
1327,1478765199,呼び捨てで草,0,-1
1328,1478764933,野獣ポーズ,0,-1
1329,1538612018,1Gで5000円は高すぎ,0,-1
1330,1535903280,いつものおとです,0,-1
1331,1535847544,寧ろ寡占を見過ごしてたらそれこそ大手から金貰ってる証拠だろうが馬鹿者。自由化は資本主義の要素だぞ,0,-1
1332,1535847393,ＭＶＯＮに客が流れるのは大手の寡占を解消したい総務省の思惑通りでしょ,0,-1
1333,1535847202,寧ろ大手が横並びで中小に価格差を付けて寡占してきた結果なんですがそれは,0,-1
1334,1535846744,二番目を叩いてるのは目先の金額の大小しか見れない衆愚,0,-1
1335,1533195856,ただの偏った総務相ヘイト動画だったな,0,-1
1336,1533195701,値下げはデフレ、社会悪。総務省が正しい,0,-1
1337,1533044276,首相官邸のむかいdocomoの本社,0,-1
1338,1531391200,というか「消費者のためにも料金体系を分かりやすくしろ」と言った総務省と是が非でも利益を追求するキャリアって構図じゃないの？,0,-1
1339,1530209650,改悪,0,-1
1340,1529945527,ウィルコムやイーモバイルを無理やり買収して競争阻害している禿が悪い,0,-1
1341,1529945423,買収で競争を歪めたのはどっちだか,0,-1
1342,1529945275,通報が事実ならお金もらえるシステムにすれば、乗り換えユーザーが率先して通報する,0,-1
1343,1529851778,もう格安にした,0,-1
1344,1524401330,NOと言いなよサイレントマジョリティーかww,0,-1
1345,1524098817,そもそも携帯つかわなければいい,0,-1
1346,1521618888,これキャリアが事の根本を守らなかったせいじゃね,0,-1
1347,1515485500,ドルやんけ！,0,-1
1348,1514511467,携帯キャリアも電波オークション制にしようとしか言えない,0,-1
1349,1514511332,消費者にはわけのわからない状態になっている,0,-1
1350,1514511030,その争いで一番割を食うのが消費者である,0,-1
1351,1514437646,2017年になって格安SIMが一気に普及し出したからあながち間違ったことした訳ではないと思う,0,-1
1352,1514437168,ワイモバのわい勝ち組,0,-1
1353,1512640868,総務省にマヌケしか居ないのが原因,0,-1
1354,1512640722,散々あこぎな商売で消費者をカモにした口でよく言うわｗ,0,-1
1355,1512640438,国産メーカーが軒並み徹底するハメになったのはこの実質0円廃止令のせい,0,-1
1356,1512640346,禿と英雄のやり方が本当に汚い,0,-1
1357,1512640215,あんな状況を是認してる時点で最初からズブズブだったんだろうな,0,-1
1358,1512146898,編集かっこよすぎぃ,0,-1
1359,1512146755,こんなカッコイイBGMどこにあるの？,0,-1
1360,1511679015,高えよw,0,-1
1361,1511607169,( ・∇・)^_^( ・∇・)^_^^_^( ・∇・)^_^( ・∇・)( ・∇・)^_^( ・∇・)^_^,0,-1
1362,1511607166,( ・∇・)^_^( ・∇・)^_^^_^( ・∇・)^_^,0,-1
1363,1511607164,( ・∇・)^_^( ・∇・)^_^( ・∇・)^_^,0,-1
1364,1511607163,( ・∇・)( ・∇・)( ・∇・)^_^( ・∇・)( ・∇・)^_^( ・∇・)^_^^_^^_^,0,-1
1365,1511607132,謎だらけぇ,0,-1
1366,1511607119,無駄無駄無駄無駄無駄むだぁぁぃぁぁぁぁぁぃぁぁぁぁぁあ,0,-1
1367,1511607006,( ・∇・),0,-1
1368,1511606945,総務省ざまぁぁぁぁぁぁ,0,-1
1369,1511606919,( ・∇・)( ・∇・)( ・∇・)( ・∇・)( ・∇・)( ・∇・)( ・∇・)( ・∇・)( ・∇・)( ・∇・)( ・∇・)( ・∇・),0,-1
1370,1511606872,( ・∇・)( ・∇・)( ・∇・)( ・∇・)( ・∇・)( ・∇・),0,-1
1371,1511606788,おめでとう,0,-1
1372,1511606777,総務省まじ意味わかんね,0,-1
1373,1511606732,( ・∇・)^_^^_^( ・∇・)^_^( ・∇・)^_^( ・∇・)^_^^_^( ・∇・)^_^^_^( ・∇・)^,0,-1
1374,1511606717,( ・∇・)^_^^_^^_^( ・∇・)^_^,0,-1
1375,1511606716,( ・∇・)( ・∇・)^_^^_^( ・∇・)^_^,0,-1
1376,1511606709,意味わかんね,0,-1
1377,1511606659,iPodでいいや,0,-1
1378,1511084571,中古市場の「買取価格と販売価格の乖離」には目を向けても居ないというね。,0,-1
1379,1511084475,キャッシュバック/ポイントバック優遇や端末割引ってもともとは長期利用者向け施策だったはずなんだよなぁ…,0,-1
