,content,type,word
154,アホすぎ,1,-1
155,画質が・・・,1,-1
156,おせええええええ,1,-1
157,そらパクリだもん,1,-1
158,は?,1,-1
159,へた,1,-1
160,なんだこのデブ,1,-1
161,うまいんだけど息の切り方が微妙かな,1,-1
162,バカにつける薬はない,1,-1
163,もういい加減男いらねぇからところ構わず出てくんなよ　しね,1,-1
164,きもい,1,-1
165,いちご死んで欲しい,1,-1
166,いちごバカだよね,1,-1
167,きも,1,-1
168,気持ち悪い！,1,-1
169,シネ,1,-1
170,死んで？,1,-1
171,きも,1,-1
172,しね,1,-1
173,気持ち悪い曲,1,-1
174,しかしクソの役にも立ってねえなぁｗ,1,-1
175,どうやっても墓回避できないとかクソゲーすぎる,1,-1
176,馬鹿じゃないのかこんな動画うｐするなんて,1,-1
177,著作権厨に人権はありませーんwww,1,-1
178,著作権厨ざまあwww,1,-1
179,ざまあwwwww,1,-1
180,手首とか弐寺やる資格ねーよ。しねよ,1,-1
181,引退しろキモオタ,1,-1
182,きめー,1,-1
183,ただの泣き虫,1,-1
184,ざこ確定,1,-1
185,お前人のこと言えたプレイしてないぞ?wwww,1,-1
186,名前きもい不快だった動画消してほしい,1,-1
187,ez8下手すぎ,1,-1
188,下手そしてアバがださい,1,-1
189,さすがにきもいｗｗ,1,-1
190,ほんと下手だな。味方よくがんばってるな。,1,-1
191,これでわからない方がバカなの？W,1,-1
192,見にくんなクズ,1,-1
193,きたない,1,-1
194,下手っつうかなんつうか・・・少し声遅れてる感があるな,1,-1
195,聞こえないし、うまくないし、つまらん,1,-1
196,こえちっせぇんだよざこ,1,-1
197,正直女じゃなかったらだれもみねーぞこの内容,1,-1
198,アスペだろ,1,-1
199,下手ｗｗｗ,1,-1
200,長友と仲良いとか関係ねーよカス,1,-1
201,当たり前じゃねーだろカスｗ,1,-1
202,マジキチ,1,-1
203,音うるせえよ,1,-1
204,バカが,1,-1
205,口悪すぎだろしね,1,-1
206,しこってろホモガキ,1,-1
207,きもぼ,1,-1
208,しこってろハゲ,1,-1
209,きもいよーー,1,-1
210,はげ,1,-1
211,,1,-1
212,,1,-1
213,,1,-1
214,,1,-1
215,,1,-1
216,,1,-1
217,,1,-1
218,,1,-1
219,,1,-1
220,,1,-1
221,,1,-1
222,,1,-1
223,,1,-1
224,,1,-1
225,,1,-1
226,,1,-1
227,,1,-1
228,,1,-1
229,,1,-1
230,,1,-1
231,,1,-1
232,,1,-1
233,,1,-1
234,,1,-1
235,,1,-1
236,,1,-1
237,,1,-1
238,,1,-1
239,,1,-1
240,,1,-1
241,,1,-1
242,,1,-1
243,,1,-1
244,,1,-1
245,,1,-1
246,,1,-1
247,,1,-1
0,喋り方と声がキモすぎる,1,-1
1,不快なら見るなよ馬鹿なの？,1,-1
2,カイジみたいな口調だなｗｗ,1,-1
3,つまんね,1,-1
4,まぢうざい,1,-1
5,へたくそ,1,-1
6,ネタ動画としては久しぶりの低レベル,1,-1
7,きったねえ声,1,-1
8,普通にキモイです,1,-1
9,棒読み酷いな,1,-1
10,ナレーターうぜぇ,1,-1
11,死んでしまえ,1,-1
12,つまんねぇ人間は何処行ったっておもしろい事なんてねぇんだよ,1,-1
13,無駄な税金使わすなよバカDQNは・・・,1,-1
14,マジでアホ,1,-1
15,一人声も発言もきもい奴いるな,1,-1
16,クズやろうが,1,-1
17,ゲームへただな・・・・,1,-1
18,いつものキチガイ妄想のあれだよね,1,-1
19,犬ＨＫ，アサヒ、毎日、ＴＢＳ，クズばかり,1,-1
20,みずほ薄汚いババア,1,-1
21,ボケ老人,1,-1
22,じゃあ大臣辞めろ,1,-1
23,国防は仮定の事態に備えるものなんだよ！お前バカか！,1,-1
24,国会議員やめろ,1,-1
25,史上最低のクズ政権,1,-1
26,改めて訊いてもやっぱ基地外,1,-1
27,言い方が回りくどいんだよ屑閣僚が！,1,-1
28,このアホども辞めろーーーー,1,-1
29,だったら閣僚になんなよｋｓ,1,-1
30,ゴミだおまえは,1,-1
31,痴呆じじいしね,1,-1
32,無能すぎる,1,-1
33,くたばれ瑞穂！！,1,-1
34,ほんと左翼とか売国は知能低い,1,-1
35,社民存在価値無し,1,-1
36,最初から言え馬鹿,1,-1
37,嬉しそうに言うなクソ女,1,-1
38,今の内閣って、知能障害なのかな・・・・,1,-1
39,意味が分からない？？オマエも大臣辞めろ！！！,1,-1
40,誰かこいつ刺してよ,1,-1
41,こいつ死ねよ,1,-1
42,馬鹿に投票した奴池沼だろ,1,-1
43,こんな無能な連中が大臣とは・・,1,-1
44,日本語できないなら政党やめろバカ,1,-1
45,なんで死なないの？このくされババア,1,-1
46,お前らクズの方がいらね,1,-1
47,左のゴリラ誰？,1,-1
48,読みとかはそこそこいいのにコメントがキモすぎて台無しだな,1,-1
49,リアルならきめえな,1,-1
50,もう民主主義いらねえな,1,-1
51,民主・・・死ね,1,-1
52,まじクソ政権だろ,1,-1
53,こいつ、馬鹿だな,1,-1
54,だから幾らぐらいかって聞いてるだろカス,1,-1
55,さんすうの能力が無いんだな,1,-1
56,なんでこんなアホな法案が通るん,1,-1
57,頭おかしいのか？？？,1,-1
58,デブ死ね,1,-1
59,まじ、うぜーーーーーーーーー,1,-1
60,お調子者の馬鹿しかいねぇんだろ,1,-1
61,声きもい,1,-1
62,馬鹿野郎、さっさと調べて比較しろ,1,-1
63,意味わからんボケ,1,-1
64,悲惨なチビ,1,-1
65,舌滑が悪い,1,-1
66,こいつら自分の意見はないのかな？,1,-1
67,お前の顔の脂肪を仕分けしろ,1,-1
68,計画性ナシ軍団だからな,1,-1
69,君は馬鹿なの？,1,-1
70,朝鮮人やん,1,-1
71,本物のきち,1,-1
72,こいつ死んだほうがましだな,1,-1
73,関西人のくせにつまんねぇな、しねよ,1,-1
74,こいつは頭がおかしいのか？,1,-1
75,テラオタク,1,-1
76,だれこのきもいやつ,1,-1
77,怖いの？顔出せよカス,1,-1
78,顔隠してる時点でヘタレ,1,-1
79,にわかおつや～じゃねーよきもい,1,-1
80,だれこいつ汚い顔,1,-1
81,だれおまえきもいしねかすわたくし,1,-1
82,歪んだ空間にいる歪んだ人間,1,-1
83,頭悪そうな喋り方だね,1,-1
84,こいつ頭悪いだろ,1,-1
85,口だけだなコイツ,1,-1
86,顔みせねえなら投稿すなカス,1,-1
87,ロリコンキモすぎ,1,-1
88,残念なごみですね,1,-1
89,頭悪いただの馬鹿だね,1,-1
90,頭が悪すぎてかわいそう・・・,1,-1
91,息くさいだろお前,1,-1
92,なかなかきもい,1,-1
93,てめぇみたいなのが入るから日本語だめになるんだよ,1,-1
94,こいつの親可哀想だな,1,-1
95,気色悪い,1,-1
96,ほんと、クズだな,1,-1
97,お前の顔がおもんないぞ,1,-1
98,相当馬鹿だよこの人乙,1,-1
99,自慢すんなカス,1,-1
100,なにこのくず,1,-1
101,ロリコンしね,1,-1
102,へんな面しやがって,1,-1
103,しらねえよ、馬鹿,1,-1
104,くず、きえうせろ,1,-1
105,あほあほあほあほあほ,1,-1
106,頭がよわいな,1,-1
107,お前こそ顔出せやｋｓ,1,-1
108,目は細くて口はタラコです,1,-1
109,現実で嫌われてるもんね♪,1,-1
110,こんなカスが自分の幸せ妄想してかわいそうだな,1,-1
111,え、なにこの子気色悪っ,1,-1
112,あーやばい目が腐る,1,-1
113,しゃべんな耳聞こえなくなる,1,-1
114,顔だせよチキン,1,-1
115,おいマザコン,1,-1
116,語彙力なさすぎワロタ,1,-1
117,こいつは重傷だ中二病の重傷,1,-1
118,高校生だからこんなに頭悪いのか,1,-1
119,糞ガキだからこんなに頭悪いのか納得,1,-1
120,いつ脳みそ中学生なみ,1,-1
121,在日は韓国帰れ,1,-1
122,キモすぎ吐きそう,1,-1
123,おいおいロリだぜこいつ,1,-1
124,ねぇねぇいつ死ぬの？早く自殺実況してよ＾＾,1,-1
125,学校で相当嫌われててボッチなんだろうな・・・,1,-1
126,おたくのしゃべり方やんけ,1,-1
127,しらねーよカス,1,-1
128,コイツ頭悪いねん！,1,-1
129,コイツなんの病気だ！,1,-1
130,顔隠しまくりの口だけ、口も弱いけど！,1,-1
131,金持ち自慢情けないガキのロリータ馬鹿,1,-1
132,画質よりてめぇの方がｋｓだな,1,-1
133,ニコニコ動画なんかに金かけてるやつはあほですね,1,-1
134,うわぁキチガイはいってますね,1,-1
135,きもくて鳥肌たった,1,-1
136,顔出さないとかチキンの証拠,1,-1
137,こいつは世紀のバカ,1,-1
138,エセ金持ち発言おつ,1,-1
139,嘘はてめーだばーか,1,-1
140,消えて,1,-1
141,だまれ無名,1,-1
142,顔も出せないヘタレに言われてもなぁ,1,-1
143,頭悪いから、こんあ放送してるんだよね,1,-1
144,うわっ君口臭いな～,1,-1
145,ロリコンヘタレンゴ,1,-1
146,この人、おバカさんですね,1,-1
147,お前が一番おもんないし気持ちが悪い,1,-1
148,この人おかしいね,1,-1
149,ゲーム馬鹿,1,-1
150,14歳のメスゴリラだろ,1,-1
151,このガイジの動画結構伸びとるやん,1,-1
152,腐れニートがでしゃばるんじゃねえ,1,-1
153,キモオタ確定だな,1,-1
154,こいつほんとカスな,1,-1
155,基地外だな・・,1,-1
156,こんなんが国家戦略大臣かよ,1,-1
157,自殺すればいいのに,1,-1
158,まじでウザイ,1,-1
159,老害 of 老害,1,-1
160,こんなに頭悪い奴が政権の中枢です,1,-1
161,赤松死んでくれ,1,-1
162,もういいから国に帰れよ,1,-1
163,相手が下手すぎる,1,-1
164,ロリババア,1,-1
165,冗談ぬきで本気でこの腕前かい？よく出せるな,1,-1
166,88以外出撃するなカス,1,-1
167,最悪だな、砂で負担かけてて、散弾って,1,-1
168,普段絶対いわないけど・・・才能なし！,1,-1
169,誰も当たんないよ、下手糞,1,-1
170,お前みんなに金返せよ,1,-1
171,土下座動画上げろ！！！,1,-1
172,目の前にいたら絶対ぶん殴ってやる,1,-1
173,こいつはほんとに日本人なの？,1,-1
174,生かしておけないレベルの人種,1,-1
175,フェミニストを提唱するババァに善人はいない,1,-1
176,くっせえええ,1,-1
177,社会主義者のババアはショートカットが多いな,1,-1
178,マジできもいな,1,-1
179,9分もかかって何言ってんだコイツ？,1,-1
180,おまえらがいなくなれば日本はよくなるとおもうよ,1,-1
181,語録が少ない死ね,1,-1
182,きたねえBGMだなあ,1,-1
183,このババアまだ生きてたのか,1,-1
184,マジでナチス以下だな。内政すらうまくない,1,-1
185,黙れよクズが,1,-1
186,民主は人間のクズばかり,1,-1
187,アホ山総理,1,-1
188,このばばぁ　頭おかしいな,1,-1
189,人間としての知性が皆無だな,1,-1
